name,nickname,stance,rank,overall,striking,wrestling,grappling,defense,career_score,finishing,dominance,wins,losses,draws,ufcwins,ufclosses,ufcdraws,ufctotalfights,Titlefighs_wins,pfp_rank,div_rank,divisions,maindiv,dob,strikes_landed_permin,sigstrikes_attempted,striking_acc,kd_permin,striking_def,strabsorbpm,takedown_landed,takedown_attempted,takedown_acc,control_time,takedown_def,sub_attempted,sub_avg15,total_sub,sub_resistance,durability
Dequan Townsend,The Tarantula,Orthodox,152,26.46,62.66,0.23,62.91,38.49,0.13,0.0,1.23,21,12,0,21,12,0,4,0,Unranked,Unranked,"['middleweight', 'light heavyweight']",light heavyweight,1986/05/11,11.27,12.71,34.0,0.0,41.3,67.68,0.0,0.0,0.0,0.39,46.0,0.0,0.0,0.0,100.0,0.0
Nick Penner,The Quiet Assassin,Southpaw,153,26.31,61.94,1.01,62.91,37.5,0.04,0.0,12.09,11,3,0,11,3,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1980/03/26,11.46,2.15,30.0,7.15,41.3,62.08,0.0,0.0,0.0,1.84,39.99,0.0,0.0,0.0,100.0,0.0
Ozzy Diaz,,Orthodox,154,26.11,82.0,0.0,0.0,50.46,2.9,23.26,0.0,10,3,0,10,3,0,2,0,Unranked,Unranked,"['middleweight', 'light heavyweight']",light heavyweight,1990/11/22,59.04,26.47,50.0,0.0,64.13,40.41,0.0,0.0,0.0,0.0,50.02,0.0,,0.0,100.0,16.67
Tom DeBlass,,Orthodox,155,25.92,63.66,31.81,0.0,41.43,0.04,0.0,44.98,9,2,0,9,2,0,2,0,Unranked,Unranked,"['middleweight', 'light heavyweight']",light heavyweight,1982/05/14,13.74,12.22,35.0,0.0,40.21,63.48,9.36,3.07,50.0,6.81,27.98,0.0,,0.0,100.0,11.11
Julius Walker,Juice Box,Orthodox,156,25.81,79.79,13.55,0.0,47.06,0.0,0.0,67.83,6,1,0,6,1,0,1,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1999/07/16,52.53,16.59,50.0,0.0,43.48,52.19,9.36,6.93,11.01,5.13,100.0,0.0,,0.0,100.0,11.11
Kazuhiro Nakamura,Kaz,Orthodox,157,25.73,64.22,26.51,0.0,46.26,0.04,0.0,10.96,21,13,0,21,13,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1979/07/16,14.3,5.24,37.0,0.0,64.13,84.92,16.2,7.68,36.0,1.66,41.99,0.0,,0.0,100.0,0.0
Ron Faircloth,,Orthodox,158,25.3,62.62,0.0,0.0,77.92,0.0,0.0,0.0,33,20,0,33,20,0,1,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1979/08/16,3.58,0.48,40.0,0.0,45.66,26.65,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,100.0
Ivan Erslan,,Orthodox,159,24.96,70.03,15.74,0.0,49.34,0.04,0.0,43.03,14,5,0,14,5,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1991/11/15,22.91,16.4,44.0,0.0,59.79,57.39,4.69,3.84,19.99,6.51,63.99,0.0,,0.0,100.0,11.11
Reese Andy,Riptide,Orthodox,160,24.44,73.17,14.76,0.0,44.54,0.04,0.0,22.54,7,3,0,7,3,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1973/03/31,26.3,12.22,50.0,0.0,63.04,71.15,6.27,3.84,19.99,3.42,39.99,0.0,,0.0,100.0,0.0
Roger Hollett,The Hulk,Orthodox,161,24.09,69.5,20.58,0.0,39.14,0.04,0.0,27.36,13,5,0,13,5,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1978/10/08,16.78,11.26,46.99,0.0,36.96,46.68,9.36,5.37,28.0,4.15,29.99,0.0,,0.0,100.0,11.11
Justin Jones,Black Dynamite,Orthodox,162,23.92,64.62,17.93,0.0,46.29,0.04,0.0,57.68,9,2,0,9,2,0,2,0,Unranked,Unranked,"['middleweight', 'light heavyweight']",light heavyweight,1987/09/06,15.58,13.67,36.0,0.0,48.91,73.87,9.36,9.99,14.99,8.74,46.0,0.0,,0.0,100.0,11.11
James Zikic,The Messenger,Orthodox,163,23.64,63.24,15.31,0.0,49.37,0.0,0.0,34.02,21,10,2,21,10,2,1,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1977/03/01,13.48,6.4,35.0,0.0,47.82,86.82,4.69,0.76,25.01,2.57,74.02,0.0,,0.0,100.0,11.11
Razak Al-Hassan,,Orthodox,164,23.58,69.38,12.11,0.0,46.78,0.04,0.0,25.1,13,5,0,13,5,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1982/05/14,29.98,13.09,39.0,0.0,65.22,74.12,6.08,3.84,14.0,3.8,56.99,0.0,,0.0,80.0,0.0
Cory Walmsley,Hardcore,Orthodox,165,23.39,89.33,0.03,0.0,40.6,0.0,0.0,0.41,8,2,0,8,2,0,1,0,Unranked,Unranked,['light heavyweight'],light heavyweight,,7.24,0.19,100.0,0.0,54.34,90.27,0.0,0.0,0.0,0.04,0.0,0.0,,0.0,80.0,0.0
Phillip Miller,,Orthodox,166,22.92,0.0,39.2,68.92,0.0,5.74,58.14,100.0,16,0,0,16,0,0,2,0,Unranked,Unranked,"['middleweight', 'light heavyweight']",light heavyweight,1979/02/20,14.75,0.0,,0.0,,84.09,33.88,18.45,25.01,15.13,100.0,9.09,5.64,14.3,100.0,100.0
Magomed Gadzhiyasulov,,Orthodox,167,22.83,0.0,56.28,62.91,0.0,2.9,23.26,62.81,9,1,0,9,1,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,1993/11/04,26.49,0.0,,0.0,,86.48,34.35,6.15,73.0,9.51,61.0,0.0,0.0,0.0,100.0,55.56
Victor Valimaki,The Matrix,Orthodox,168,22.79,67.49,11.91,0.0,44.54,0.04,0.0,6.56,18,10,0,18,10,0,2,0,Unranked,Unranked,['light heavyweight'],light heavyweight,,36.11,21.26,30.0,0.0,72.83,75.35,8.43,5.37,14.0,1.0,0.0,0.0,,0.0,100.0,0.0
