name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,td_avg_acc,splm,stance,nick_name,dob,division
Joshua Burkman,177.8,77.11,182.88,28,16,0,43.0,3.13,51.0,2.53,72.0,0.3,36.0,2.69,Orthodox,The People's Warrior,1980/04/10,"['welterweight', 'lightweight']"
Joshua Van,165.1,56.7,165.1,15,2,0,56.0,6.36,57.0,0.85,81.0,0.0,63.0,8.86,Orthodox,The Fearless,2001/10/10,['flyweight']
Joshua Weems,172.72,61.23,175.26,11,3,0,64.0,3.34,61.0,4.77,100.0,,40.0,5.25,Orthodox,Wide Open,1994/05/05,['bantamweight']
Josiane Nunes,157.48,61.23,170.18,10,4,0,43.0,5.760000000000001,51.0,0.0,58.0,0.0,0.0,5.650000000000001,Southpaw,Josi,1993/12/23,"[""women's bantamweight"", ""women's featherweight""]"
Josias Musasa,172.72,61.23,187.96,8,1,0,43.0,4.6,28.0,0.82,77.0,,50.0,3.45,Southpaw,The KO Wizard,1998/10/10,['bantamweight']
Journey Newson,165.1,61.23,170.18,10,5,0,32.0,2.57,64.0,0.56,43.0,0.3,16.0,2.64,Orthodox,,1989/03/07,"['catch weight', 'bantamweight']"
Juan Adams,195.58,120.2,203.2,5,3,0,55.0,4.06,34.0,0.91,57.0,0.0,66.0,7.09,Orthodox,The Kraken,1992/01/16,['heavyweight']
Juan Espino,190.5,115.67,203.19999999999996,11,2,0,70.0,1.95,40.0,8.93,50.0,2.4,78.0,2.38,Orthodox,El Guapo,1980/10/09,"['heavyweight', 'ultimate fighter 28 heavyweight tournament']"
Juan Manuel Puig,175.26,65.77,,11,4,0,23.0,7.17,51.0,0.0,0.0,0.0,0.0,4.91,Orthodox,Fenix,1989/04/23,"['featherweight', 'lightweight']"
Juancamilo Ronderos,160.02,56.7,162.56,4,2,0,30.0,2.18,63.0,2.72,0.0,,33.0,2.18,Southpaw,100,1995/02/17,['flyweight']
Jules Bruchez,182.88,92.99,,1,2,0,50.0,5.52,46.0,0.0,0.0,,0.0,0.69,Southpaw,,1977/08/16,['light heavyweight']
Julia Avila,170.18,61.23,172.72,9,4,0,42.0,3.28,55.0,0.63,52.0,0.2,37.0,2.81,Orthodox,Raging Panda,1988/05/11,"[""women's bantamweight""]"
Julia Polastri,157.48,52.16,160.02,13,5,0,55.0,5.37,56.0,0.87,58.0,0.4,80.0,5.62,Orthodox,Psycho,1998/03/05,"[""women's strawweight""]"
Julian Erosa,185.42,65.77,187.96,31,13,0,48.0,6.27,48.0,1.78,61.0,0.7,43.0,6.21,Southpaw,Juicy J,1989/07/31,"['featherweight', 'catch weight', 'lightweight']"
Julian Marquez,187.96,83.91,182.88,9,6,0,45.0,5.35,50.0,0.0,54.0,2.6,0.0,5.06,Orthodox,The Cuban Missile Crisis,1990/05/08,['middleweight']
Julian Sanchez,190.5,136.08,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['open weight']
Juliana Lima,165.1,52.160000000000004,165.1,9,5,0,44.0,2.11,55.0,1.72,70.0,0.0,31.0,1.94,Orthodox,Ju Thai,1982/03/15,"[""women's strawweight""]"
Juliana Miller,170.18,56.7,167.64,5,3,0,44.0,3.78,36.0,2.2,44.0,1.3,38.0,2.73,Orthodox,Killer,1996/05/07,"[""women's flyweight""]"
Julianna Pena,167.64,61.23,175.26,13,6,0,44.0,2.56,57.0,1.7,24.0,0.8000000000000002,54.0,3.1,Orthodox,The Venezuelan Vixen,1989/08/19,"[""women's bantamweight"", ""ultimate fighter 18 women's bantamweight tournament""]"
Julie Kedzie,165.1,61.23,,16,13,0,,3.18,,1.14,78.0,0.0,23.0,2.9,Orthodox,,1981/03/18,"[""women's bantamweight""]"
Julija Stoliarenko,170.18,56.7,167.64,11,9,2,39.0,4.54,46.0,0.93,54.0,1.7,27.0,2.49,Orthodox,,1993/04/08,"['catch weight', ""women's featherweight"", ""women's flyweight"", ""women's bantamweight""]"
Julio Arce,170.18,65.77,177.8,19,6,0,36.0,3.05,68.0,0.4600000000000001,96.0,0.3,28.0,4.36,Southpaw,,1989/10/27,"['featherweight', 'bantamweight']"
Julio Paulino,182.88,77.11,,23,5,0,27.0,1.87,48.0,0.0,37.0,,0.0,0.97,Orthodox,The Dominican Demon,1975/12/04,['welterweight']
Julius Walker,193.04,92.99,198.12,6,1,0,50.0,5.8,40.0,1.0,100.0,,11.0,5.73,Orthodox,Juice Box,1999/07/16,['light heavyweight']
Jumabieke Tuerxun,170.18,61.23,,19,4,1,,3.08,,0.47,66.0,0.9,11.0,1.6000000000000003,Orthodox,The Wild Wolf,1986/04/17,"['bantamweight', 'featherweight']"
JunYong Park,177.80000000000004,83.91,185.42,19,6,0,50.0,3.59,53.0,1.87,57.0,0.9,42.0,4.59,Orthodox,The Iron Turtle,1991/02/27,['middleweight']
Junie Browning,175.26,70.31,,5,6,0,48.0,1.76,66.0,3.53,0.0,3.5,66.0,3.76,Orthodox,,1984/05/12,['lightweight']
Junior Albini,190.5,119.75,187.96,14,6,0,51.0,6.08,52.0,1.54,100.0,0.0,37.0,3.9799999999999995,Orthodox,Baby,1991/03/15,['heavyweight']
Junior Assuncao,175.26,65.77,182.88,16,6,0,62.0,2.06,44.0,2.43,66.0,0.7,24.0,3.31,Orthodox,,1981/06/24,"['featherweight', 'lightweight']"
Junior Dos Santos,193.04,107.95,195.58,21,9,0,47.0,3.33,56.0,0.3,81.0,0.1,50.0,4.49,Orthodox,Cigano,1984/01/30,['heavyweight']
Junior Tafa,190.5,92.99,190.5,6,4,0,51.0,2.49,51.0,0.0,69.0,0.0,0.0,3.19,Orthodox,The Juggernaut,1996/09/21,"['light heavyweight', 'heavyweight']"
Jussier Formiga,165.1,56.7,170.18,23,8,0,39.0,2.34,64.0,1.82,87.0,0.6,35.0,1.42,Orthodox,,1985/04/14,['flyweight']
Justin Buchholz,182.88,70.31,185.42,15,10,0,26.0,4.14,51.0,0.0,33.0,0.8,0.0,2.35,Orthodox,,1983/08/22,['lightweight']
Justin Edwards,177.8,70.31,177.8,9,5,0,42.0,3.32,51.0,2.14,27.0,1.0,26.0,2.68,Orthodox,Fast Eddy,1983/01/26,"['welterweight', 'lightweight']"
Justin Eilers,185.42,106.59,,19,7,1,43.0,5.66,49.0,0.82,50.0,0.0,25.0,2.86,Orthodox,The Hammer,1978/06/28,"['heavyweight', 'interim heavyweight']"
Justin Frazier,182.88,120.2,190.5,10,3,0,66.0,6.11,4.0,0.0,0.0,,0.0,1.11,Southpaw,The Grizzly Bear,1989/06/15,['ultimate fighter 28 heavyweight tournament']
Justin Gaethje,180.34,70.31,177.8,26,5,0,58.0,7.18,51.0,0.1,68.0,0.0,14.0,6.589999999999999,Orthodox,The Highlight,1988/11/14,"['lightweight', 'interim lightweight']"
Justin James,177.8,70.31,,13,7,0,36.0,2.68,50.0,0.0,50.0,,0.0,1.34,Orthodox,,1976/11/08,['lightweight']
Justin Jaynes,170.18,65.77,172.72,16,8,0,44.0,5.33,62.0,0.75,20.0,,40.0,3.34,Orthodox,The Guitar Hero,1989/08/10,"['featherweight', 'catch weight', 'lightweight']"
Justin Jones,180.34,83.91,,9,2,0,36.0,3.17,45.0,1.0,46.0,,15.0,1.7,Orthodox,Black Dynamite,1987/09/06,"['middleweight', 'light heavyweight']"
Justin Lawrence,172.72,65.77,170.18,10,4,0,,2.83,,0.7200000000000001,73.0,0.0,28.0,3.84,Orthodox,The American Kidd,1990/05/15,"['featherweight', 'lightweight']"
Justin Ledet,193.04,92.99,203.2,9,4,0,39.0,4.82,49.0,0.23,42.0,0.20000000000000004,50.0,3.35,Orthodox,El Blanco,1988/09/28,"['light heavyweight', 'heavyweight']"
Justin Levens,180.34,83.91,,10,7,0,47.0,3.15,37.0,1.69,33.0,,50.0,1.24,Orthodox,The Executioner,1980/04/18,['middleweight']
Justin Martin,182.88,83.91,,4,3,0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,['heavyweight']
Justin McCully,185.42,102.06,185.42,11,5,2,37.0,2.02,46.0,1.28,43.0,0.0,44.0,1.58,Orthodox,The Insane One,1976/02/18,['heavyweight']
Justin Salas,172.72,70.31,177.8,12,7,0,43.0,2.96,68.0,2.43,0.0,0.0,20.0,3.4199999999999995,Southpaw,J-Bomb,1982/03/13,['lightweight']
Justin Scoggins,170.18,56.7,167.64,11,5,0,51.0,2.16,55.0,3.42,82.0,0.5,63.0,3.56,Southpaw,,1992/05/02,"['flyweight', 'bantamweight']"
Justin Tafa,182.88,119.75,187.96,7,5,0,54.0,5.11,47.0,0.0,53.0,0.0,0.0,4.05,Southpaw,Bad Man,1993/12/13,['heavyweight']
Justin Willis,185.42,119.75,198.12,8,2,0,59.0,2.57,57.0,0.96,36.0,0.0,66.0,3.37,Southpaw,Big Pretty,1987/07/19,['heavyweight']
Justin Wren,187.96,120.2,,13,2,0,35.0,2.07,64.0,0.0,100.0,,0.0,3.43,Orthodox,The Viking,1987/04/27,['heavyweight']
Justine Kish,165.1,56.7,162.56,7,4,0,48.0,4.589999999999999,57.0,0.87,50.0,0.1,33.0,4.51,Orthodox,,1988/04/13,"[""women's flyweight"", ""women's strawweight""]"
Jutaro Nakao,175.26,77.11,,25,19,4,38.0,1.06,44.0,0.38,56.0,0.0,50.0,0.53,Southpaw,,1970/11/30,['welterweight']
KB Bhullar,193.04,83.91,198.12,8,2,0,49.0,5.39,45.0,0.0,0.0,,0.0,4.31,Switch,The Bengal,1991/10/12,['middleweight']
KJ Noons,177.80000000000004,70.31,177.80000000000004,13,9,0,35.0,3.78,65.0,0.08,68.0,0.0,20.0,3.68,Orthodox,King,1982/12/07,"['welterweight', 'lightweight']"
Kaan Ofli,170.18,65.77,167.64,12,4,1,45.0,2.93,60.0,0.0,0.0,0.0,0.0,2.0,Orthodox,Genghis,1993/06/19,"['ultimate fighter 32 featherweight tournament', 'featherweight']"
Kai Asakura,172.72,56.7,175.26,21,5,0,58.0,4.52,38.0,0.0,57.0,,0.0,2.4,Orthodox,,1993/10/31,['flyweight']
Kai Kamaka,170.18,65.77,175.26,8,4,1,57.0,5.29,55.0,1.93,52.0,0.3,58.0,4.96,Orthodox,The Fighting Hawaiian,1995/01/05,['featherweight']
Kai Kara-France,162.56,56.7,175.26000000000002,25,12,0,40.0,3.24,64.0,0.56,83.0,0.0,30.0,4.46,Orthodox,Don't Blink,1993/03/26,"['flyweight', 'interim flyweight']"
Kailin Curran,162.56,52.160000000000004,165.1,4,5,0,43.0,4.75,53.0,2.0,61.0,0.6,57.0,3.89,Orthodox,,1991/04/11,"[""women's strawweight""]"
Kajan Johnson,180.34,70.31,190.5,23,13,1,42.0,1.59,64.0,1.5400000000000003,62.0,0.20000000000000004,37.0,2.47,Orthodox,Ragin',1984/04/21,['lightweight']
Kalib Starnes,190.5,83.91,187.96,17,11,1,48.0,4.43,53.0,1.46,25.0,0.6,33.0,2.71,Orthodox,,1975/01/06,['middleweight']
Kalindra Faria,170.18,56.70000000000001,,18,8,1,56.0,1.4400000000000002,45.0,1.31,20.0,0.7,66.0,2.23,Switch,,1986/07/23,"[""women's flyweight""]"
Kamal Shalorus,172.72,70.31,172.72,9,5,2,32.0,2.99,70.0,2.07,80.0,0.0,50.0,3.06,Orthodox,Prince of Persia,1972/08/27,['lightweight']
Kamaru Usman,182.88,77.11,193.04,21,4,0,51.0,2.67,55.0,2.79,89.0,0.1,44.0,4.16,Switch,The Nigerian Nightmare,1987/05/11,"['welterweight', 'middleweight', 'ultimate fighter 21 welterweight tournament']"
Kamuela Kirk,177.80000000000004,70.31,190.5,12,6,0,50.0,5.87,40.0,1.5,47.0,1.2,26.0,3.22,Switch,The Jawaiian,1994/04/13,"['lightweight', 'featherweight']"
Kanako Murata,154.94,52.16,157.48,12,3,0,56.0,2.4,53.0,3.3800000000000003,100.0,0.8,56.0,2.15,Orthodox,,1993/08/10,"[""women's strawweight""]"
Karine Gevorgyan,162.56,56.7,160.02,3,3,0,,1.8,,0.0,0.0,0.0,0.0,1.2,,The Princess,1989/03/09,"[""women's flyweight""]"
Karine Silva,165.1,56.7,170.18,18,5,0,38.0,3.14,47.0,2.79,0.0,1.8999999999999997,50.0,3.04,Orthodox,Killer,1993/12/02,"[""women's flyweight""]"
Karl Roberson,185.42,92.99,187.96,9,6,0,51.0,2.42,57.0,0.72,40.0,0.5,40.0,2.57,Southpaw,Baby K,1990/10/04,"['middleweight', 'light heavyweight']"
Karl Williams,190.5,106.59,200.66,10,2,0,48.0,2.15,55.0,4.2,100.0,0.20000000000000004,48.0,2.68,Orthodox,,1990/01/06,['heavyweight']
Karlos Vemola,182.88,83.91,190.5,17,5,0,44.0,2.13,37.0,1.93,31.0,1.7,25.0,1.67,Orthodox,,1985/07/03,"['middleweight', 'light heavyweight', 'heavyweight']"
Karo Parisyan,177.8,77.11,182.88,24,11,0,41.0,2.19,58.0,5.27,59.0,1.0,59.0,2.49,Orthodox,The Heat,1982/08/28,['welterweight']
Karol Rosa,165.1,61.23,170.18,18,7,0,55.0,4.84,49.0,1.09,70.0,0.0,46.0,6.22,Orthodox,,1994/12/30,"[""women's bantamweight"", ""women's featherweight""]"
Karolina Kowalkiewicz,160.02,52.16,162.56,16,9,0,43.0,5.51,57.0,0.31,74.0,0.20000000000000004,22.0,5.54,Orthodox,,1985/10/15,"[""women's strawweight""]"
Katlyn Cerminara,175.26,56.7,172.72,18,6,0,34.0,4.48,62.0,0.31,50.0,0.3,15.0,4.58,Orthodox,Blonde Fighter,1988/12/28,"[""women's flyweight"", ""women's bantamweight""]"
Katsuhisa Fujii,182.88,92.99,,9,18,1,50.0,4.43,64.0,2.14,50.0,2.1,25.0,4.0,Orthodox,Shamoji,1972/08/15,"['open weight', 'ultimate japan 2 heavyweight tournament']"
Katsunori Kikuno,172.72,65.77,167.64,24,8,2,40.0,2.47,61.0,1.8799999999999997,76.0,0.8000000000000002,75.0,2.64,Orthodox,,1981/10/31,"['featherweight', 'lightweight']"
Kaue Fernandes,175.26,70.31,185.42,10,2,0,54.0,1.32,61.0,1.3,76.0,0.0,100.0,4.0,Orthodox,,1995/03/17,['lightweight']
Kay Hansen,157.48,52.16,160.02,7,6,0,50.0,3.19,51.0,1.83,37.0,0.8000000000000002,22.0,3.01,Orthodox,,1999/08/14,"[""women's flyweight"", ""women's strawweight""]"
Kayla Harrison,172.72,61.23,167.64,19,1,0,62.0,1.1,66.0,2.84,100.0,,37.0,4.29,Southpaw,,1990/07/02,"[""women's bantamweight""]"
Kaynan Kruschewsky,182.88,70.31,185.42,15,3,0,50.0,5.71,46.0,2.74,75.0,,100.0,5.67,Orthodox,Bahia,1991/04/04,"['lightweight', 'catch weight']"
Kazuhiro Nakamura,180.34,92.99,177.8,21,13,0,37.0,1.83,59.0,1.73,42.0,,36.0,1.56,Orthodox,Kaz,1979/07/16,['light heavyweight']
Kazuki Tokudome,180.34,70.31,185.42,18,7,1,41.0,3.63,53.0,2.0,78.0,0.0,38.0,2.26,Southpaw,,1987/03/04,['lightweight']
Kazula Vargas,172.72,70.31,180.34,12,5,0,53.0,1.77,57.0,0.4,30.0,0.4,25.0,3.65,Southpaw,,1985/08/15,['lightweight']
Kazushi Sakuraba,182.88,83.91,,26,17,1,,2.03,,1.26,48.0,1.7,31.0,1.26,Southpaw,The Gracie Hunter,1969/07/14,"['heavyweight', 'ultimate japan heavyweight tournament']"
Keigo Kunihara,182.88,106.59,,3,2,0,10.0,1.99,57.0,4.97,100.0,,40.0,0.17,Orthodox,,,['heavyweight']
Keiichiro Yamamiya,180.34,83.91,,45,35,10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Southpaw,,1972/07/12,['middleweight']
Keita Nakamura,180.34,77.11,185.42,34,10,2,36.0,3.2,58.0,1.65,63.0,0.3,48.0,2.23,Southpaw,K-Taro,1984/05/22,"['welterweight', 'lightweight']"
Keith Berish,182.88,92.99,,5,1,0,36.0,4.81,62.0,1.76,0.0,0.0,40.0,3.58,Orthodox,Sha Bang Bang,1985/11/14,"['middleweight', 'light heavyweight']"
Keith Hackney,180.34,90.72,,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sideways,The Giant Killer,,['open weight']
Keith Jardine,187.96,83.91,193.04,17,11,2,36.0,2.98,59.0,1.18,62.0,0.7,45.0,3.25,Orthodox,The Dean of Mean,1975/10/31,"['light heavyweight', 'heavyweight']"
Keith Mielke,172.72,83.91,,0,5,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['open weight']
Keith Rockel,182.88,83.91,,12,4,1,73.0,0.21,66.0,4.63,100.0,4.6,75.0,1.13,Orthodox,Rock,,['middleweight']
Keith Wisniewski,182.88,77.11,,28,15,1,52.0,4.86,42.0,1.57,78.0,0.3,40.0,2.32,Orthodox,The Polish Connection,1981/10/25,['welterweight']
Kelly Dullanty,172.72,70.31,,4,2,0,0.0,0.67,75.0,0.0,66.0,,0.0,0.0,Orthodox,Psycho,1977/11/04,['lightweight']
Kelly Faszholz,172.72,61.23,,4,2,0,48.0,3.61,52.0,0.0,44.0,0.0,0.0,4.01,Orthodox,,1985/04/09,"[""women's bantamweight""]"
Kelvin Gastelum,175.26,83.91,180.34,20,10,0,42.0,3.49,57.0,1.05,58.0,0.1,34.0,3.67,Southpaw,,1991/10/24,"['middleweight', 'interim middleweight', 'welterweight', 'ultimate fighter 17 middleweight tournament']"
Ken Shamrock,185.42000000000002,92.99,182.88,28,17,2,46.0,4.3,39.0,0.94,44.0,2.5,60.0,1.47,Orthodox,The World's Most Dangerous Man,1964/02/11,"['heavyweight', 'open weight', 'superfight championship', 'light heavyweight']"
Ken Stone,172.72,61.23,180.34,11,4,0,49.0,2.9,48.0,1.24,60.0,0.6,33.0,3.85,Southpaw,,1982/10/08,['bantamweight']
Kendall Grove,198.12,83.91,200.66,23,17,0,41.0,2.4,54.0,0.49,56.0,1.7,45.0,2.31,Orthodox,Da Spyder,1982/11/12,"['middleweight', 'ultimate fighter 3 middleweight tournament']"
Kenichi Yamamoto,182.88,77.11,,5,12,2,46.0,1.93,38.0,0.0,10.0,0.3,0.0,0.3,Orthodox,,1976/07/11,"['ultimate japan 2 heavyweight tournament', 'open weight', 'welterweight']"
Kennedy Nzechukwu,195.58,107.05,210.82,14,6,0,46.0,4.89,51.0,0.55,80.0,0.2,45.0,5.33,Southpaw,African Savage,1992/06/13,"['heavyweight', 'light heavyweight']"
Kenny Florian,177.8,65.77,187.96,14,6,0,40.0,1.85,63.0,2.22,60.0,1.3000000000000003,33.0,2.41,Southpaw,KenFlo,1976/05/26,"['featherweight', 'lightweight', 'welterweight', 'ultimate fighter 1 middleweight tournament']"
Kenny Robertson,177.8,77.11,187.96,15,5,0,47.0,3.02,52.0,1.37,57.0,0.8,26.0,3.7200000000000006,Orthodox,,1984/02/14,['welterweight']
Kerry Schall,187.96,120.2,,24,13,0,11.0,4.84,63.0,0.0,0.0,,0.0,0.94,Orthodox,Meat Truck,1971/08/09,['heavyweight']
Ketlen Souza,160.02,52.16,160.02,15,5,0,59.0,4.46,51.0,0.43,64.0,,25.0,4.92,Orthodox,Esquentadinha,1994/08/18,"[""women's strawweight"", ""women's flyweight""]"
Ketlen Vieira,172.72,61.230000000000004,172.72,15,4,0,41.0,3.7199999999999998,51.0,1.28,90.0,0.5,43.0,2.8400000000000003,Orthodox,Fenomeno,1991/08/26,"[""women's featherweight"", ""women's bantamweight""]"
Kevin Aguilar,170.18,70.31,185.42,17,5,0,40.0,4.81,52.0,0.16,78.0,0.0,16.0,3.9599999999999995,Orthodox,Angel of Death,1988/09/07,"['featherweight', 'lightweight']"
Kevin Borjas,165.1,56.70000000000001,172.72,10,3,0,44.0,5.989999999999999,51.0,0.0,65.0,,0.0,5.1,Orthodox,El Gallo Negro,1997/12/06,['flyweight']
Kevin Burns,177.8,77.11,187.96,12,7,0,38.0,4.3,52.0,0.28,47.0,0.8,50.0,2.74,Orthodox,The Fire,1980/03/03,['welterweight']
Kevin Casey,180.34,83.91,195.58,9,5,2,53.0,3.7600000000000002,46.0,0.79,27.0,0.4000000000000001,22.0,2.27,Southpaw,King,1981/06/15,['middleweight']
Kevin Croom,180.34,61.23,185.42,21,15,0,34.0,3.1,41.0,0.48,30.0,,5.0,2.65,Orthodox,Crash,1987/07/15,"['bantamweight', 'featherweight', 'lightweight']"
Kevin Ferguson,187.96,106.59,195.58,5,2,0,,3.41,,3.1,36.0,1.2,72.0,2.3,Orthodox,Kimbo Slice,1974/02/08,"['heavyweight', 'catch weight']"
Kevin Holland,190.5,77.11,205.73999999999998,28,13,0,50.0,3.11,50.0,0.81,55.0,0.6,39.0,4.24,Orthodox,Trailblazer,1992/11/05,"['middleweight', 'welterweight', 'catch weight']"
Kevin Jackson,177.8,90.26,,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,,,"['14 middleweight tournament', 'lightweight', 'middleweight', 'light heavyweight']"
Kevin Jordan,190.5,111.13,,11,9,0,40.0,1.91,55.0,0.0,77.0,,0.0,2.0,Orthodox,The Shaman,1970/12/31,['heavyweight']
Kevin Jousset,187.96,77.11,190.5,10,4,0,51.0,6.49,50.0,0.69,100.0,0.3,40.0,6.61,Orthodox,Air,1993/05/02,['welterweight']
Kevin Lee,175.26,77.11,195.58,18,8,0,42.0,3.6,50.0,3.18,75.0,0.8,43.0,3.88,Orthodox,The Motown Phenom,1992/09/04,"['welterweight', 'lightweight', 'interim lightweight']"
Kevin Natividad,167.64,61.23,177.80000000000004,9,4,0,34.0,4.29,47.0,3.66,83.0,,50.0,2.68,Orthodox,Quicksand,1993/04/02,['bantamweight']
Kevin Randleman,177.8,92.99,,17,16,0,54.0,1.12,57.0,2.0,30.0,0.8,56.0,1.26,Orthodox,The Monster,1971/08/10,"['light heavyweight', 'heavyweight']"
Kevin Rosier,193.04,124.74,,2,6,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['open weight']
Kevin Vallejos,170.18,65.77,172.72,15,1,0,51.0,5.7,57.0,0.0,66.0,,0.0,6.48,Switch,El Chino,2001/12/08,['featherweight']
Khabib Nurmagomedov,177.8,70.31,177.8,29,0,0,48.0,1.75,65.0,5.319999999999999,84.0,0.8,48.0,4.1,Orthodox,The Eagle,1988/09/20,"['lightweight', 'catch weight']"
Khadis Ibragimov,190.5,92.99,198.12,8,4,0,49.0,4.26,47.0,0.97,80.0,0.3,30.0,3.55,Orthodox,,1995/05/21,['light heavyweight']
Khalid Murtazaliev,182.88,83.91,193.04,14,2,0,,0.4,,7.5,33.0,0.0,100.0,4.8,Orthodox,,1993/07/15,['middleweight']
Khalid Taha,165.1,61.23,175.26,13,5,0,32.0,4.12,46.0,0.0,61.0,0.2,0.0,2.64,Orthodox,The Warrior,1992/02/15,"['bantamweight', 'featherweight']"
Khalil Rountree Jr.,185.42,92.99,193.04,15,6,0,40.0,4.24,49.0,0.0,58.0,0.1,0.0,3.7900000000000005,Southpaw,,1990/02/26,"['light heavyweight', 'ultimate fighter 23 light heavyweight tournament']"
Khama Worthy,180.34,70.31,187.96,16,9,0,48.0,4.45,46.0,0.0,57.0,0.7,0.0,4.18,Orthodox,The Death Star,1986/10/15,['lightweight']
Khamzat Chimaev,187.96,83.91,190.5,14,0,0,58.0,3.25,41.0,4.31,100.0,2.7999999999999994,46.0,5.36,Orthodox,Borz,1994/05/01,"['catch weight', 'middleweight', 'welterweight']"
Khaos Williams,182.88,77.11,195.58,15,5,0,39.0,5.39,40.0,0.0,51.0,0.0,0.0,4.94,Orthodox,The OxFighter,1994/03/30,['welterweight']
Khusein Askhabov,172.72,65.77,175.26,23,1,0,26.0,4.13,56.0,0.0,66.0,,0.0,2.0,Orthodox,Nohcho,1995/02/13,['featherweight']
Kiefer Crosbie,180.34,77.11,177.8,10,5,0,64.0,4.97,54.0,0.0,0.0,,0.0,6.27,Switch,BDK,1990/04/05,['welterweight']
Kiichi Kunimoto,177.8,77.11,180.34,18,7,2,44.0,3.9200000000000004,41.0,1.59,28.0,0.3,20.0,1.8700000000000003,Orthodox,Strasser,1981/05/01,['welterweight']
Kimo Leopoldo,190.5,106.58999999999999,,10,7,1,83.0,2.12,30.0,4.55,0.0,2.3,100.0,0.7600000000000001,Orthodox,,1968/01/05,"['heavyweight', 'open weight', 'superfight championship']"
King Green,177.8,70.31,180.34,32,17,1,52.0,3.7200000000000006,62.0,1.22,74.0,0.3,39.0,6.4,Orthodox,,1986/09/09,"['lightweight', 'catch weight']"
Kiru Sahota,177.8,56.7,185.42,12,3,0,,2.64,,0.92,50.0,0.5,33.0,4.05,Orthodox,,1995/05/28,['flyweight']
Kit Cope,182.88,77.11,,6,7,0,52.0,2.12,35.0,0.0,50.0,,0.0,1.18,Orthodox,Havoc,1977/03/17,['welterweight']
Klaudia Sygula,172.72,61.23,175.26,7,2,0,53.0,4.73,57.0,0.7,33.0,,20.0,5.3,Orthodox,,1998/12/30,"[""women's bantamweight""]"
Kleydson Rodrigues,165.1,61.23,170.18,8,4,0,57.0,2.29,53.0,0.6,53.0,0.6,22.0,4.58,Orthodox,KR,1995/10/22,"['flyweight', 'bantamweight']"
Klidson Abreu,182.88,92.99,187.96,15,4,0,40.0,2.9,55.0,0.64,80.0,,20.0,2.05,Orthodox,White Bear,1992/12/24,['light heavyweight']
Kody Steele,175.26,70.31,180.34,7,1,0,32.0,7.17,52.0,0.62,100.0,,14.0,4.44,Orthodox,,1995/04/21,['lightweight']
Koji Kitao,200.66,158.76,,1,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Southpaw,,1963/10/12,['open weight']
Koji Oishi,172.72,77.11,,25,10,10,9.0,17.86,43.0,0.0,0.0,,0.0,1.43,Orthodox,,1977/05/31,"['welterweight', 'lightweight']"
Konstantin Erokhin,180.34,104.33,,9,3,0,36.0,1.83,47.0,0.0,70.0,,0.0,1.07,Orthodox,,1983/01/31,['heavyweight']
Kris McCray,182.88,77.11,193.04,8,5,0,45.0,2.57,54.0,2.8800000000000003,38.0,0.0,55.0,2.69,Orthodox,Savage,1981/09/24,"['welterweight', 'ultimate fighter 11 middleweight tournament']"
Kris Moutinho,170.18,61.23,172.72,14,7,0,31.0,14.68,29.0,0.0,0.0,0.0,0.0,4.51,Southpaw,,1992/08/09,['bantamweight']
Kristian Rothaermel,182.88,92.99,,4,3,0,50.0,2.49,41.0,0.0,0.0,,0.0,0.75,Open Stance,,1972/01/31,['light heavyweight']
Kristof Midoux,185.42,99.79,,6,10,0,43.0,2.89,49.0,0.0,0.0,,0.0,0.7,Orthodox,The Hurricane,1974/07/30,['heavyweight']
Kron Gracie,175.26,65.77,177.8,5,3,0,42.0,5.73,51.0,0.35,0.0,0.7,25.0,2.95,Southpaw,,1988/07/11,['featherweight']
Krzysztof Jotko,185.42,83.91,195.58,24,6,0,42.0,2.23,57.0,1.33,82.0,0.10000000000000002,39.0,2.98,Southpaw,,1989/08/19,['middleweight']
Krzysztof Soszynski,185.42,92.99,195.58,26,12,1,39.0,3.13,58.0,0.52,71.0,1.0,25.0,3.37,Open Stance,The Polish Experiment,1977/08/02,['light heavyweight']
Kuniyoshi Hironaka,177.8,76.2,177.8,23,9,0,40.0,3.01,54.0,1.91,25.0,0.6,30.0,1.98,Orthodox,,1976/06/17,['welterweight']
Kurt Holobaugh,180.34,70.31,177.8,22,10,0,44.0,4.24,49.0,0.65,38.0,0.8,33.0,4.58,Orthodox,The Hurt,1986/09/08,"['lightweight', 'featherweight']"
Kurt Pellegrino,172.72,70.31,177.80000000000004,16,7,0,43.0,1.9400000000000002,63.0,2.9,69.0,0.8,54.0,2.45,Orthodox,Batman,1979/05/07,"['lightweight', 'welterweight']"
