,name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,stance,dob
1370,KB Bhullar,193.04,83.91,198.12,8,2,0,49.0,5.39,45.0,0.0,0.0,,Switch,1991/10/12
1371,KJ Noons,177.80000000000004,70.31,177.80000000000004,13,9,0,35.0,3.78,65.0,0.08,68.0,0.0,Orthodox,1982/12/07
1372,Kaan Ofli,170.18,65.77,167.64,12,4,1,45.0,2.93,60.0,0.0,0.0,0.0,Orthodox,1993/06/19
1373,Kai Asakura,172.72,56.7,175.26,21,5,0,58.0,4.52,38.0,0.0,57.0,,Orthodox,1993/10/31
1374,Kai Kamaka,170.18,65.77,175.26,8,4,1,57.0,5.29,55.0,1.93,52.0,0.3,Orthodox,1995/01/05
1375,Kai Kara-France,162.56,56.7,175.26000000000002,25,12,0,40.0,3.24,64.0,0.56,83.0,0.0,Orthodox,1993/03/26
1376,Kailin Curran,162.56,52.160000000000004,165.1,4,5,0,43.0,4.75,53.0,2.0,61.0,0.6,Orthodox,1991/04/11
1377,Kajan Johnson,180.34,70.31,190.5,23,13,1,42.0,1.59,64.0,1.5400000000000003,62.0,0.20000000000000004,Orthodox,1984/04/21
1378,Kalib Starnes,190.5,83.91,187.96,17,11,1,48.0,4.43,53.0,1.46,25.0,0.6,Orthodox,1975/01/06
1379,Kalindra Faria,170.18,56.70000000000001,,18,8,1,56.0,1.4400000000000002,45.0,1.31,20.0,0.7,Switch,1986/07/23
1380,Kamal Shalorus,172.72,70.31,172.72,9,5,2,32.0,2.99,70.0,2.07,80.0,0.0,Orthodox,1972/08/27
1381,Kamaru Usman,182.88,77.11,193.04,21,4,0,51.0,2.67,55.0,2.79,89.0,0.1,Switch,1987/05/11
1382,Kamuela Kirk,177.80000000000004,70.31,190.5,12,6,0,50.0,5.87,40.0,1.5,47.0,1.2,Switch,1994/04/13
1383,Kanako Murata,154.94,52.16,157.48,12,3,0,56.0,2.4,53.0,3.3800000000000003,100.0,0.8,Orthodox,1993/08/10
1384,Karine Gevorgyan,162.56,56.7,160.02,3,3,0,,1.8,,0.0,0.0,0.0,,1989/03/09
1385,Karine Silva,165.1,56.7,170.18,18,5,0,38.0,3.14,47.0,2.79,0.0,1.8999999999999997,Orthodox,1993/12/02
1386,Karl Roberson,185.42,92.99,187.96,9,6,0,51.0,2.42,57.0,0.72,40.0,0.5,Southpaw,1990/10/04
1387,Karl Williams,190.5,106.59,200.66,10,2,0,48.0,2.15,55.0,4.2,100.0,0.20000000000000004,Orthodox,1990/01/06
1388,Karlos Vemola,182.88,83.91,190.5,17,5,0,44.0,2.13,37.0,1.93,31.0,1.7,Orthodox,1985/07/03
1389,Karo Parisyan,177.8,77.11,182.88,24,11,0,41.0,2.19,58.0,5.27,59.0,1.0,Orthodox,1982/08/28
1390,Karol Rosa,165.1,61.23,170.18,18,7,0,55.0,4.84,49.0,1.09,70.0,0.0,Orthodox,1994/12/30
1391,Karolina Kowalkiewicz,160.02,52.16,162.56,16,9,0,43.0,5.51,57.0,0.31,74.0,0.20000000000000004,Orthodox,1985/10/15
1392,Katlyn Cerminara,175.26,56.7,172.72,18,6,0,34.0,4.48,62.0,0.31,50.0,0.3,Orthodox,1988/12/28
1393,Katsuhisa Fujii,182.88,92.99,,9,18,1,50.0,4.43,64.0,2.14,50.0,2.1,Orthodox,1972/08/15
1394,Katsunori Kikuno,172.72,65.77,167.64,24,8,2,40.0,2.47,61.0,1.8799999999999997,76.0,0.8000000000000002,Orthodox,1981/10/31
1395,Kaue Fernandes,175.26,70.31,185.42,10,2,0,54.0,1.32,61.0,1.3,76.0,0.0,Orthodox,1995/03/17
1396,Kay Hansen,157.48,52.16,160.02,7,6,0,50.0,3.19,51.0,1.83,37.0,0.8000000000000002,Orthodox,1999/08/14
1397,Kayla Harrison,172.72,61.23,167.64,19,1,0,62.0,1.1,66.0,2.84,100.0,,Southpaw,1990/07/02
1398,Kaynan Kruschewsky,182.88,70.31,185.42,15,3,0,50.0,5.71,46.0,2.74,75.0,,Orthodox,1991/04/04
1399,Kazuhiro Nakamura,180.34,92.99,177.8,21,13,0,37.0,1.83,59.0,1.73,42.0,,Orthodox,1979/07/16
1400,Kazuki Tokudome,180.34,70.31,185.42,18,7,1,41.0,3.63,53.0,2.0,78.0,0.0,Southpaw,1987/03/04
1401,Kazula Vargas,172.72,70.31,180.34,12,5,0,53.0,1.77,57.0,0.4,30.0,0.4,Southpaw,1985/08/15
1402,Kazushi Sakuraba,182.88,83.91,,26,17,1,,2.03,,1.26,48.0,1.7,Southpaw,1969/07/14
1403,Keigo Kunihara,182.88,106.59,,3,2,0,10.0,1.99,57.0,4.97,100.0,,Orthodox,
1404,Keiichiro Yamamiya,180.34,83.91,,45,35,10,0.0,0.0,0.0,0.0,0.0,,Southpaw,1972/07/12
1405,Keita Nakamura,180.34,77.11,185.42,34,10,2,36.0,3.2,58.0,1.65,63.0,0.3,Southpaw,1984/05/22
1406,Keith Berish,182.88,92.99,,5,1,0,36.0,4.81,62.0,1.76,0.0,0.0,Orthodox,1985/11/14
1407,Keith Hackney,180.34,90.72,,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Sideways,
1408,Keith Jardine,187.96,83.91,193.04,17,11,2,36.0,2.98,59.0,1.18,62.0,0.7,Orthodox,1975/10/31
1409,Keith Mielke,172.72,83.91,,0,5,0,0.0,0.0,0.0,0.0,0.0,,,
1410,Keith Rockel,182.88,83.91,,12,4,1,73.0,0.21,66.0,4.63,100.0,4.6,Orthodox,
1411,Keith Wisniewski,182.88,77.11,,28,15,1,52.0,4.86,42.0,1.57,78.0,0.3,Orthodox,1981/10/25
1412,Kelly Dullanty,172.72,70.31,,4,2,0,0.0,0.67,75.0,0.0,66.0,,Orthodox,1977/11/04
1413,Kelly Faszholz,172.72,61.23,,4,2,0,48.0,3.61,52.0,0.0,44.0,0.0,Orthodox,1985/04/09
1414,Kelvin Gastelum,175.26,83.91,180.34,20,10,0,42.0,3.49,57.0,1.05,58.0,0.1,Southpaw,1991/10/24
1415,Ken Shamrock,185.42000000000002,92.99,182.88,28,17,2,46.0,4.3,39.0,0.94,44.0,2.5,Orthodox,1964/02/11
1416,Ken Stone,172.72,61.23,180.34,11,4,0,49.0,2.9,48.0,1.24,60.0,0.6,Southpaw,1982/10/08
1417,Kendall Grove,198.12,83.91,200.66,23,17,0,41.0,2.4,54.0,0.49,56.0,1.7,Orthodox,1982/11/12
1418,Kenichi Yamamoto,182.88,77.11,,5,12,2,46.0,1.93,38.0,0.0,10.0,0.3,Orthodox,1976/07/11
1419,Kennedy Nzechukwu,195.58,107.05,210.82,14,6,0,46.0,4.89,51.0,0.55,80.0,0.2,Southpaw,1992/06/13
1420,Kenny Florian,177.8,65.77,187.96,14,6,0,40.0,1.85,63.0,2.22,60.0,1.3000000000000003,Southpaw,1976/05/26
1421,Kenny Robertson,177.8,77.11,187.96,15,5,0,47.0,3.02,52.0,1.37,57.0,0.8,Orthodox,1984/02/14
1422,Kerry Schall,187.96,120.2,,24,13,0,11.0,4.84,63.0,0.0,0.0,,Orthodox,1971/08/09
1423,Ketlen Souza,160.02,52.16,160.02,15,5,0,59.0,4.46,51.0,0.43,64.0,,Orthodox,1994/08/18
1424,Ketlen Vieira,172.72,61.230000000000004,172.72,15,4,0,41.0,3.7199999999999998,51.0,1.28,90.0,0.5,Orthodox,1991/08/26
1425,Kevin Aguilar,170.18,70.31,185.42,17,5,0,40.0,4.81,52.0,0.16,78.0,0.0,Orthodox,1988/09/07
1426,Kevin Borjas,165.1,56.70000000000001,172.72,10,3,0,44.0,5.989999999999999,51.0,0.0,65.0,,Orthodox,1997/12/06
1427,Kevin Burns,177.8,77.11,187.96,12,7,0,38.0,4.3,52.0,0.28,47.0,0.8,Orthodox,1980/03/03
1428,Kevin Casey,180.34,83.91,195.58,9,5,2,53.0,3.7600000000000002,46.0,0.79,27.0,0.4000000000000001,Southpaw,1981/06/15
1429,Kevin Croom,180.34,61.23,185.42,21,15,0,34.0,3.1,41.0,0.48,30.0,,Orthodox,1987/07/15
1430,Kevin Ferguson,187.96,106.59,195.58,5,2,0,,3.41,,3.1,36.0,1.2,Orthodox,1974/02/08
1431,Kevin Holland,190.5,77.11,205.73999999999998,28,13,0,50.0,3.11,50.0,0.81,55.0,0.6,Orthodox,1992/11/05
1432,Kevin Jackson,177.8,90.26,,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,
1433,Kevin Jordan,190.5,111.13,,11,9,0,40.0,1.91,55.0,0.0,77.0,,Orthodox,1970/12/31
1434,Kevin Jousset,187.96,77.11,190.5,10,4,0,51.0,6.49,50.0,0.69,100.0,0.3,Orthodox,1993/05/02
1435,Kevin Lee,175.26,77.11,195.58,18,8,0,42.0,3.6,50.0,3.18,75.0,0.8,Orthodox,1992/09/04
1436,Kevin Natividad,167.64,61.23,177.80000000000004,9,4,0,34.0,4.29,47.0,3.66,83.0,,Orthodox,1993/04/02
1437,Kevin Randleman,177.8,92.99,,17,16,0,54.0,1.12,57.0,2.0,30.0,0.8,Orthodox,1971/08/10
1438,Kevin Rosier,193.04,124.74,,2,6,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
1439,Kevin Vallejos,170.18,65.77,172.72,15,1,0,51.0,5.7,57.0,0.0,66.0,,Switch,2001/12/08
1440,Khabib Nurmagomedov,177.8,70.31,177.8,29,0,0,48.0,1.75,65.0,5.319999999999999,84.0,0.8,Orthodox,1988/09/20
1441,Khadis Ibragimov,190.5,92.99,198.12,8,4,0,49.0,4.26,47.0,0.97,80.0,0.3,Orthodox,1995/05/21
1442,Khalid Murtazaliev,182.88,83.91,193.04,14,2,0,,0.4,,7.5,33.0,0.0,Orthodox,1993/07/15
1443,Khalid Taha,165.1,61.23,175.26,13,5,0,32.0,4.12,46.0,0.0,61.0,0.2,Orthodox,1992/02/15
1444,Khalil Rountree Jr.,185.42,92.99,193.04,15,6,0,40.0,4.24,49.0,0.0,58.0,0.1,Southpaw,1990/02/26
1445,Khama Worthy,180.34,70.31,187.96,16,9,0,48.0,4.45,46.0,0.0,57.0,0.7,Orthodox,1986/10/15
1446,Khamzat Chimaev,187.96,83.91,190.5,14,0,0,58.0,3.25,41.0,4.31,100.0,2.7999999999999994,Orthodox,1994/05/01
1447,Khaos Williams,182.88,77.11,195.58,15,5,0,39.0,5.39,40.0,0.0,51.0,0.0,Orthodox,1994/03/30
1448,Khusein Askhabov,172.72,65.77,175.26,23,1,0,26.0,4.13,56.0,0.0,66.0,,Orthodox,1995/02/13
1449,Kiefer Crosbie,180.34,77.11,177.8,10,5,0,64.0,4.97,54.0,0.0,0.0,,Switch,1990/04/05
1450,Kiichi Kunimoto,177.8,77.11,180.34,18,7,2,44.0,3.9200000000000004,41.0,1.59,28.0,0.3,Orthodox,1981/05/01
1451,Kimo Leopoldo,190.5,106.58999999999999,,10,7,1,83.0,2.12,30.0,4.55,0.0,2.3,Orthodox,1968/01/05
1452,King Green,177.8,70.31,180.34,32,17,1,52.0,3.7200000000000006,62.0,1.22,74.0,0.3,Orthodox,1986/09/09
1453,Kiru Sahota,177.8,56.7,185.42,12,3,0,,2.64,,0.92,50.0,0.5,Orthodox,1995/05/28
1454,Kit Cope,182.88,77.11,,6,7,0,52.0,2.12,35.0,0.0,50.0,,Orthodox,1977/03/17
1455,Klaudia Sygula,172.72,61.23,175.26,7,2,0,53.0,4.73,57.0,0.7,33.0,,Orthodox,1998/12/30
1456,Kleydson Rodrigues,165.1,61.23,170.18,8,4,0,57.0,2.29,53.0,0.6,53.0,0.6,Orthodox,1995/10/22
1457,Klidson Abreu,182.88,92.99,187.96,15,4,0,40.0,2.9,55.0,0.64,80.0,,Orthodox,1992/12/24
1458,Kody Steele,175.26,70.31,180.34,7,1,0,32.0,7.17,52.0,0.62,100.0,,Orthodox,1995/04/21
1459,Koji Kitao,200.66,158.76,,1,2,0,0.0,0.0,0.0,0.0,0.0,,Southpaw,1963/10/12
1460,Koji Oishi,172.72,77.11,,25,10,10,9.0,17.86,43.0,0.0,0.0,,Orthodox,1977/05/31
1461,Konstantin Erokhin,180.34,104.33,,9,3,0,36.0,1.83,47.0,0.0,70.0,,Orthodox,1983/01/31
1462,Kris McCray,182.88,77.11,193.04,8,5,0,45.0,2.57,54.0,2.8800000000000003,38.0,0.0,Orthodox,1981/09/24
1463,Kris Moutinho,170.18,61.23,172.72,14,7,0,31.0,14.68,29.0,0.0,0.0,0.0,Southpaw,1992/08/09
1464,Kristian Rothaermel,182.88,92.99,,4,3,0,50.0,2.49,41.0,0.0,0.0,,Open Stance,1972/01/31
1465,Kristof Midoux,185.42,99.79,,6,10,0,43.0,2.89,49.0,0.0,0.0,,Orthodox,1974/07/30
1466,Kron Gracie,175.26,65.77,177.8,5,3,0,42.0,5.73,51.0,0.35,0.0,0.7,Southpaw,1988/07/11
1467,Krzysztof Jotko,185.42,83.91,195.58,24,6,0,42.0,2.23,57.0,1.33,82.0,0.10000000000000002,Southpaw,1989/08/19
1468,Krzysztof Soszynski,185.42,92.99,195.58,26,12,1,39.0,3.13,58.0,0.52,71.0,1.0,Open Stance,1977/08/02
1469,Kuniyoshi Hironaka,177.8,76.2,177.8,23,9,0,40.0,3.01,54.0,1.91,25.0,0.6,Orthodox,1976/06/17
1470,Kurt Holobaugh,180.34,70.31,177.8,22,10,0,44.0,4.24,49.0,0.65,38.0,0.8,Orthodox,1986/09/08
1471,Kurt Pellegrino,172.72,70.31,177.80000000000004,16,7,0,43.0,1.9400000000000002,63.0,2.9,69.0,0.8,Orthodox,1979/05/07
1472,Kwan Ho Kwak,165.1,61.23,,9,2,0,41.0,3.45,47.0,0.78,26.0,0.0,Switch,1989/06/18
1473,Kyle Bochniak,170.18,65.77,177.8,8,5,0,31.0,5.11,58.0,1.14,62.0,0.0,Orthodox,1987/02/05
1474,Kyle Bradley,175.26,70.31,180.34,19,12,0,40.0,3.45,58.0,0.65,40.0,0.0,Orthodox,1982/08/19
1475,Kyle Daukaus,190.5,83.91,193.04,11,4,0,52.0,2.94,42.0,2.12,82.0,1.9,Southpaw,1993/02/27
1476,Kyle Kingsbury,193.04,92.99,200.66,11,6,0,40.0,3.81,51.0,2.64,52.0,0.0,Orthodox,1982/03/22
1477,Kyle Nelson,180.34,65.77,180.34,16,6,1,45.0,4.72,51.0,1.06,73.0,0.6,Switch,1991/04/20
1478,Kyle Noke,185.42,77.11,193.04,22,10,1,50.0,2.09,64.0,1.53,66.0,0.8,Southpaw,1980/03/18
1479,Kyle Prepolec,177.80000000000004,70.31,177.80000000000004,18,9,0,35.0,5.19,49.0,0.0,40.0,0.0,Southpaw,1989/08/30
1480,Kyle Stewart,182.88,77.11,193.04,11,3,0,35.0,2.42,43.0,1.32,60.0,0.0,Orthodox,1989/01/31
1481,Kyle Watson,182.88,70.31,,13,8,1,35.0,3.25,62.0,0.0,100.0,,Southpaw,1979/08/09
1482,Kyler Phillips,172.72,61.23,182.88,12,3,0,44.0,3.47,60.0,2.63,75.0,0.4,Orthodox,1995/06/12
1483,Kyoji Horiguchi,165.1,56.7,167.64,19,2,0,45.0,2.45,62.0,2.0,55.0,0.0,Orthodox,1990/10/12
1484,Kyung Ho Kang,175.26,61.23,185.42,19,11,0,47.0,3.32,54.0,1.97,68.0,0.8,Orthodox,1987/09/09
1485,Lance Benoist,180.34,77.11,182.88,7,2,0,51.0,2.7,56.0,1.5,61.0,,Southpaw,1988/08/26
1486,Lance Gibson,175.26,83.91,,4,5,0,75.0,6.44,20.0,0.0,0.0,0.0,Orthodox,1970/11/20
1487,Lando Vannata,175.26000000000002,70.31,180.34,12,7,2,45.0,4.76,55.0,1.09,69.0,0.3,Orthodox,1992/03/14
1488,Landon Quinones,175.26,70.31,177.8,7,3,1,40.0,7.7,55.0,0.5,100.0,0.0,Southpaw,1995/11/21
1489,Lara Procopio,162.56,56.70000000000001,170.18,7,2,0,58.0,6.5,47.0,3.15,50.0,,Orthodox,1995/11/14
1490,Larissa Pacheco,170.18,61.23,,10,2,0,19.0,4.14,55.0,0.0,0.0,0.0,Orthodox,1994/09/07
1491,Larry Cureton,187.96,108.86,,0,2,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
1492,Laureano Staropoli,185.42,83.91,180.34,9,5,0,34.0,3.73,54.0,0.83,48.0,0.0,Orthodox,1993/02/27
1493,Lauren Mueller,165.1,56.7,170.18,5,3,0,41.0,3.77,58.0,0.7,71.0,0.0,Orthodox,1991/11/15
1494,Lauren Murphy,165.1,56.7,170.18,16,7,0,38.0,5.19,56.0,1.09,67.0,0.2,Orthodox,1983/07/27
1495,Lavar Johnson,193.04,108.86,208.28,18,10,0,55.0,2.54,55.0,0.61,54.0,,Orthodox,1977/06/11
1496,Laverne Clark,180.34,77.11,,27,21,1,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,1973/12/02
1497,Leah Letson,170.18,65.77,180.34,5,3,0,41.0,3.84,52.0,0.51,76.0,,Southpaw,1992/08/21
1498,Leandro Issa,170.18,61.23,175.26,13,6,0,37.0,3.17,58.0,2.38,50.0,1.2,Orthodox,1983/09/19
1499,Leandro Silva,175.26,70.31,182.88,20,6,1,48.0,2.08,63.0,1.76,65.0,0.4000000000000001,Orthodox,1985/11/11
1500,Lee Murray,190.5,83.91,,8,2,1,,3.28,,0.9,42.0,1.8,Orthodox,1977/09/12
1501,Leigh Remedios,170.18,70.31,,18,10,2,41.0,1.36,68.0,0.0,33.0,,Orthodox,1976/01/13
1502,Leo Kuntz,177.8,70.31,,18,4,1,32.0,3.8,45.0,1.99,33.0,,Orthodox,1983/10/03
1503,Leon Edwards,187.96,77.11,187.96,22,5,0,54.0,2.42,53.0,1.18,63.0,0.4,Southpaw,1991/08/25
1504,Leonard Garcia,177.8,65.77,172.72,18,13,1,24.0,4.79,52.0,0.3,42.0,0.5,Orthodox,1979/07/14
1505,Leonardo Guimaraes,182.88,83.91,,11,5,0,56.0,2.99,44.0,0.0,52.0,,Orthodox,1982/04/15
1506,Leonardo Mafra,177.8,70.31,177.8,13,4,0,48.0,4.38,43.0,2.12,69.0,0.4,Orthodox,1989/04/25
1507,Leonardo Morales,172.72,61.23,,6,2,0,47.0,2.05,58.0,0.0,62.0,,Southpaw,1992/12/22
1508,Leonardo Santos,182.88,70.31,190.5,18,7,1,46.0,3.4,54.0,0.88,86.0,0.2,Orthodox,1980/02/05
1509,Lerone Murphy,175.26,65.77,185.42,16,0,1,54.0,2.48,61.0,1.45,52.0,0.5,Orthodox,1991/07/22
1510,Leslie Smith,175.26,61.23,167.64000000000001,10,7,1,40.0,8.41,51.0,0.0,62.0,0.0,Orthodox,1982/08/17
1511,Levan Makashvili,172.72,65.77,172.72,15,2,1,54.0,2.07,61.0,3.67,85.0,,Orthodox,1989/01/07
1512,Lewis Gonzalez,177.8,77.11,,11,3,0,37.0,1.87,41.0,2.0,62.0,,Orthodox,1987/09/19
1513,Li Jingliang,182.88,77.11,180.34,19,9,0,42.0,3.9500000000000006,56.0,1.19,60.0,0.0,Orthodox,1988/03/20
1514,Liana Jojua,162.56,56.7,157.48,8,5,0,30.0,5.32,54.0,1.71,50.0,1.3,Orthodox,1995/03/22
1515,Liang Na,165.1,56.7,170.18,19,8,0,42.0,3.95,36.0,3.6,25.0,0.5,Orthodox,1996/07/27
1516,Liliya Shakirova,162.56,56.7,165.1,8,2,0,30.0,2.58,74.0,0.0,0.0,,Orthodox,1991/10/24
1517,Lina Lansberg,170.18,61.23,165.1,10,8,0,55.0,3.87,44.0,0.52,47.0,0.10000000000000002,Orthodox,1982/03/13
1518,Lisa Ellis,162.56,52.16,,15,11,0,48.0,2.32,57.0,4.19,50.0,,,1982/11/15
1519,Liudvik Sholinian,177.8,61.23,180.34,9,4,1,30.0,5.67,55.0,0.0,66.0,0.0,Orthodox,1990/01/20
1520,Livinha Souza,160.02,52.16,160.02,14,4,0,45.0,3.6,56.0,2.54,40.0,1.4,Orthodox,1991/03/11
1521,Liz Carmouche,167.64,56.7,167.64,13,7,0,54.0,2.51,61.0,2.57,65.0,0.3,Orthodox,1984/02/19
1522,Lodune Sincaid,175.26,83.91,,15,9,0,42.0,6.17,57.0,0.0,75.0,,Orthodox,1973/05/07
1523,Logan Clark,187.96,83.91,,18,6,0,,1.49,,0.31,30.0,2.1,Orthodox,1985/02/16
1524,Loik Radzhabov,180.34,70.31,175.26,18,6,1,44.0,3.76,46.0,4.65,42.0,0.0,Orthodox,1990/09/17
1525,Loma Lookboonmee,154.94,52.16,154.94,10,3,0,56.0,2.47,52.0,2.03,73.0,0.1,Orthodox,1996/01/18
1526,Lone'er Kavanagh,162.56,56.7,170.18,9,0,0,,3.42,,1.85,100.0,0.0,Orthodox,1999/06/09
1527,Loopy Godinez,157.48,52.16,154.94,13,5,0,48.0,3.87,61.0,3.12,81.0,0.9,Orthodox,1993/09/06
1528,Lorenz Larkin,180.34,77.11,182.88,18,6,0,46.0,2.74,63.0,0.27,79.0,0.10000000000000002,Orthodox,1986/09/03
1529,Louis Cosce,175.26,77.11,180.34,7,2,0,45.0,5.35,47.0,1.04,50.0,0.5,Orthodox,1995/08/27
1530,Louis Gaudinot,160.02,56.7,160.02,8,4,0,37.0,6.42,48.0,0.57,31.0,1.1,Orthodox,1984/08/28
1531,Louis Smolka,175.26,61.22999999999999,172.72,17,9,0,47.0,4.11,53.0,1.69,32.0,1.8,Orthodox,1991/07/16
1532,Lowell Anderson,167.64,72.57,,0,1,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
1533,Luan Chagas,182.88,77.11,190.5,15,3,1,47.0,3.19,62.0,0.32,85.0,0.3,Orthodox,1993/06/17
1534,Luan Lacerda,170.18,61.23,180.34,12,3,0,44.0,7.07,47.0,1.26,75.0,0.6,Orthodox,1993/01/07
1535,Luana Carolina,167.64,56.7,175.26,11,4,0,50.0,3.54,50.0,0.34,74.0,0.6,Orthodox,1993/06/11
1536,Luana Pinheiro,157.48,52.160000000000004,157.48,11,5,0,39.0,4.06,60.0,2.3300000000000005,71.0,0.2,Orthodox,1992/11/18
1537,Luana Santos,167.64,61.23,170.18,9,2,0,52.0,3.4,62.0,1.9099999999999997,83.0,1.3,Orthodox,2000/04/16
1538,Lucas Alexander,180.34,65.77,185.42,8,5,0,57.0,2.87,56.0,0.0,60.0,,Orthodox,1995/07/28
1539,Lucas Almeida,180.34,65.77,180.34,15,4,0,39.0,5.04,44.0,0.0,53.0,,Orthodox,1991/01/31
1540,Lucas Martins,182.87999999999997,65.77,182.87999999999997,19,3,0,35.0,4.14,60.0,0.0,76.0,0.5,Southpaw,1988/11/11
1541,Lucas Rocha,160.02,56.7,162.56,17,2,0,44.0,4.48,39.0,0.0,61.0,,Orthodox,2000/08/12
1542,Lucie Pudilova,172.72,56.7,170.18,14,10,0,37.0,4.07,50.0,0.7,67.0,0.6,Orthodox,1994/06/13
1543,Lucio Linhares,187.96,83.91,,19,8,0,22.0,3.47,34.0,1.86,50.0,,Orthodox,1973/12/08
1544,Ludovit Klein,170.18,70.31,182.88,23,5,1,52.0,3.3399999999999994,52.0,1.5199999999999998,76.0,0.0,Southpaw,1995/02/22
1545,Luigi Fioravanti,172.72,77.11,177.8,26,15,0,42.0,2.21,69.0,3.76,67.0,0.9,Orthodox,1981/01/22
1546,Luigi Vendramini,172.72,70.31,185.42,9,3,0,40.0,3.82,57.0,1.11,100.0,0.6,Orthodox,1996/01/16
1547,Luis Gurule,165.1,56.7,162.56,10,1,0,48.0,3.74,58.0,0.68,50.0,,Orthodox,1993/11/16
1548,Luis Henrique,187.96,110.21999999999998,187.96,10,5,0,43.0,2.22,47.0,3.09,50.0,1.0,Orthodox,1993/08/21
1549,Luis Pajuelo,177.8,65.77,175.26,8,2,0,57.0,8.2,52.0,0.0,66.0,,Orthodox,1994/12/18
1550,Luis Pena,190.5,70.31,190.5,9,3,0,46.0,3.12,51.0,1.17,48.0,1.2,Southpaw,1993/07/05
1551,Luis Ramos,172.72,77.11,,20,10,2,35.0,5.6,42.0,1.5,100.0,,Orthodox,1981/01/18
1552,Luis Saldana,180.34,65.77,185.42,16,7,1,50.0,3.65,60.0,0.64,44.0,0.2,Orthodox,1991/01/27
1553,Luiz Cane,187.96,83.91,195.58,17,7,0,41.0,5.0,60.0,0.56,100.0,0.3,Southpaw,1981/04/24
1554,Luiz Dutra,180.34,77.11,,13,6,1,50.0,4.8,41.0,0.0,100.0,0.0,Orthodox,1982/05/06
1555,Lukasz Brzeski,193.04,107.05,198.12,9,6,1,50.0,3.68,54.0,0.43,36.0,,Orthodox,1992/05/17
1556,Lukasz Sajewski,172.72,70.31,180.34,13,3,0,35.0,3.8800000000000003,57.0,1.01,66.0,0.0,Orthodox,1990/11/27
1557,Luke Barnatt,198.12,83.91,195.58,13,4,0,36.0,3.8699999999999997,59.0,0.63,63.0,0.4,Orthodox,1988/04/13
1558,Luke Caudillo,170.18,70.31,,17,17,0,28.0,5.07,55.0,0.44,85.0,,Orthodox,1980/11/30
1559,Luke Cummo,182.87999999999997,77.11,187.96,6,6,0,43.0,1.5,59.0,0.89,42.0,1.3999999999999997,Orthodox,1980/04/27
1560,Luke Jumeau,180.34,77.11,182.88,13,5,0,43.0,3.17,58.0,0.25,86.0,0.0,Orthodox,1988/02/12
1561,Luke Rockhold,190.5,83.91,195.58,16,6,0,49.0,2.68,53.0,0.7,65.0,1.0,Southpaw,1984/10/17
1562,Luke Sanders,167.64,61.23,170.18,13,5,0,52.0,4.37,50.0,0.71,72.0,0.2,Southpaw,1985/12/12
1563,Luke Zachrich,187.96,83.91,187.96,14,4,0,32.0,4.46,62.0,0.7399999999999999,80.0,0.0,Orthodox,1981/12/19
1564,Lyman Good,182.88,77.11,187.96,21,6,0,48.0,4.01,63.0,0.27,75.0,0.0,Orthodox,1985/05/26
1565,Lyoto Machida,185.42,83.91,187.96,24,8,0,53.0,1.57,61.0,1.21,75.0,0.4,Southpaw,1978/05/30
1566,Mac Danzig,172.72,70.31,177.8,21,12,1,48.0,3.44,57.0,1.2,46.0,0.6,Orthodox,1980/01/02
1567,Maciej Jewtuszko,182.88,70.31,,12,3,0,,1.39,,0.0,42.0,0.9,Southpaw,1981/01/31
1568,Mackens Semerzier,175.26,65.77,182.88,8,4,0,45.0,3.48,46.0,2.14,50.0,2.1,Orthodox,1980/11/03
1569,Mackenzie Dern,162.56,52.16,160.02,15,5,0,40.0,3.9,52.0,0.89,25.0,1.2,Orthodox,1993/03/24
1570,Macy Chiasson,180.34,61.23,182.88,11,4,0,46.0,2.68,45.0,2.08,71.0,0.4,Orthodox,1991/07/27
1571,Mads Burnell,172.72,65.77,175.26,9,3,0,41.0,2.7099999999999995,51.0,3.4500000000000006,22.0,0.4,Orthodox,1994/03/06
1572,Magnus Cedenblad,195.58,83.91,200.66,14,5,0,51.0,3.02,40.0,2.8699999999999997,66.0,1.0,Orthodox,1982/04/10
1573,Magomed Ankalaev,190.5,92.99,190.5,21,1,1,52.0,2.46,57.0,0.8,87.0,0.0,Orthodox,1992/06/02
1574,Magomed Gadzhiyasulov,187.96,92.99,190.5,9,1,0,,1.64,,3.67,61.0,0.0,Orthodox,1993/11/04
1575,Magomed Mustafaev,172.72,70.31,180.34,14,4,0,58.0,2.68,41.0,3.31,23.0,0.4,Orthodox,1988/08/02
1576,Maheshate,182.88,70.31,180.34,10,4,0,29.0,5.64,53.0,0.0,45.0,0.0,Orthodox,1999/12/01
1577,Maia Stevenson,162.56,52.16,157.48,6,5,0,,3.13,,3.91,50.0,0.0,Orthodox,1982/03/19
1578,Maiquel Falcao,180.34,83.91,,37,10,0,55.0,0.53,86.0,1.0,71.0,,Orthodox,1981/03/08
