name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,splm,td_avg,td_def,td_avg_acc,sub_avg,kd,sub_att,ctrl,sig_str_landed,sig_str_atmpted,td_landed,td_atmpted,stance,nick_name,dob,division,main_div,method,method_losses,finish_round,total_rounds,title_fight,won_title_fight,total_ufc_fights,won_fight,ko_losses,totsub_losses,totdec_losses,nocon_losses,loss_fights,ko_t,totsub,totdec,pfp_rank,div_rank
Alberto Uda,190.5,83.91,,12,2,0,52.0,3.49,45.0,1.79,2.83,66.0,50.0,0.0,0.0,0.0,295.0,15.0,27.0,2.0,4.0,Orthodox,,1984/08/08,['middleweight'],middleweight,[],"['Submission', 'KO/TKO']",[],6.0,0,0,2,0,1.0,1.0,0.0,0.0,2.0,0,0,0,Unranked,Unranked
Alen Amedovski,177.8,83.91,187.96,8,4,0,30.0,3.85,46.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,55.0,0.0,0.0,Orthodox,,1988/04/06,['middleweight'],middleweight,[],"['KO/TKO', 'KO/TKO', 'Submission', 'Decision - Unanimous']",[],12.0,0,0,4,0,2.0,1.0,1.0,0.0,4.0,0,0,0,Unranked,Unranked
Alessio Di Chirico,182.88,83.91,187.96,13,7,0,39.0,3.4399999999999995,61.0,3.32,1.46,83.0,39.0,0.0,3.0,0.0,707.0,125.0,245.0,11.0,28.0,Orthodox,Manzo,1989/12/12,['middleweight'],middleweight,"['Decision - Split', 'KO/TKO', 'KO/TKO', 'Decision - Split']","['KO/TKO', 'KO/TKO', 'Decision - Unanimous', 'Decision - Unanimous', 'Decision - Unanimous', 'Decision - Unanimous', 'Submission']","[3.0, 2.0, 1.0, 3.0]",33.0,0,0,11,4,2.0,1.0,4.0,0.0,7.0,2,0,2,Unranked,Unranked
Alessio Sakara,182.88,83.91,182.88,19,11,0,47.0,2.8,59.0,3.96,2.18,62.0,78.0,0.0,4.0,0.0,1233.0,78.0,147.0,11.0,14.0,Orthodox,Legionarius,1981/09/02,"['middleweight', 'light heavyweight']",middleweight,"['KO/TKO', 'Decision - Split', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'Decision - Unanimous']","['Submission', 'Decision - Unanimous', 'Could Not Continue', 'DQ', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'Submission']","[1.0, 3.0, 1.0, 1.0, 1.0, 3.0]",45.0,0,0,15,6,4.0,2.0,1.0,0.0,9.0,4,0,2,Unranked,Unranked
Alex Andrade,180.34,90.72,,10,5,0,36.0,2.6,53.0,0.2,0.0,25.0,0.0,,1.0,0.0,92.0,12.0,27.0,0.0,1.0,Orthodox,El Toro,1974/05/14,['middleweight'],middleweight,[],['DQ'],[],3.0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,0,Unranked,Unranked
Alex Nicholson,193.04,83.91,195.58,7,4,0,43.0,4.65,47.0,4.12,0.0,50.0,0.0,,1.0,0.0,1.0,117.0,268.0,0.0,0.0,Orthodox,The Spartan,1990/05/02,"['middleweight', 'light heavyweight']",middleweight,['KO/TKO'],"['KO/TKO', 'Decision - Unanimous', 'Submission']",[1.0],12.0,0,0,4,1,1.0,1.0,1.0,0.0,3.0,1,0,0,Unranked,Unranked
Alex Schoenauer,190.5,83.91,,15,10,0,40.0,2.27,42.0,1.22,0.0,22.0,0.0,,0.0,0.0,0.0,1.0,4.0,0.0,0.0,Orthodox,,1976/05/05,['middleweight'],middleweight,[],['KO/TKO'],[],3.0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0,0,0,Unranked,Unranked
Alex Stiebling,187.96,92.99,,19,11,1,42.0,1.45,52.0,1.77,0.35,66.0,66.0,,0.0,0.0,0.0,4.0,7.0,0.0,0.0,Southpaw,The Brazilian Killa,,['middleweight'],middleweight,[],['Decision - Unanimous'],[],2.0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0,0,0,Unranked,Unranked
Aliaskhab Khizriev,175.26,83.91,187.96,14,0,0,,4.38,,6.01,5.64,100.0,60.0,3.8,0.0,1.0,166.0,0.0,0.0,2.0,3.0,Southpaw,Black Wolf,1990/08/24,['middleweight'],middleweight,['Submission'],['Could Not Continue'],[2.0],6.0,0,0,2,1,0.0,0.0,0.0,0.0,1.0,0,1,0,Unranked,Unranked
Allan Goes,182.88,92.99,,10,5,2,52.0,1.35,41.0,0.64,1.75,0.0,40.0,,1.0,0.0,0.0,36.0,49.0,0.0,0.0,Orthodox,,1971/04/20,['middleweight'],middleweight,[],['Decision - Unanimous'],[],1.0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0,0,0,Unranked,Unranked
Amaury Bitetti,175.26,83.91,,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,5.0,0.0,6.0,Orthodox,,,"['middleweight', 'open weight']",middleweight,['DQ'],['KO/TKO'],[2.0],4.0,0,0,2,1,1.0,0.0,0.0,0.0,1.0,0,0,0,Unranked,Unranked
